baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
HMEL002096g1.t1	28.7493953736391	0.403613412811857	0.759999529526182	0.531070608771939	0.595369850481213	0.688149157937212
HMEL002096g2.t1	68.9202191693464	0.289124108270826	0.726404248093387	0.398020949119857	0.690614743623116	0.767159659479795
HMEL002099g1.t1	210.00217549993	0.442983735534668	0.269679760472707	1.64262877851191	0.100459762707358	0.172880097016338
HMEL002100g1.t1	0.0891613255765184	-0.242706155246114	2.19052453602198	-0.110798190686725	0.91177638014167	NA
HMEL002100g2.t1	421.546129281302	-0.367871859481261	0.200508839347598	-1.83469148132431	0.0665514152065208	0.124222384060864
HMEL002108g1.t1	2.53355916887224	0.105596042073797	0.831454447878601	0.127001596230819	0.898939135171624	0.927570239987285
HMEL002108g2.t1	0.141002273979857	0.654328140846625	2.42745395594647	0.269553265570181	0.787503958429954	NA
HMEL002108g3.t1	5.7956003962298	-2.2869870469972	1.0848120170396	-2.10818741964002	0.0350147810382158	0.0728941307601498
HMEL002110g1.t1	5.7871266550484	-3.26443920135575	0.808097623226546	-4.03965945144301	5.35288668202339e-05	0.00026946555475412
HMEL002110g2.t1	0	NA	NA	NA	NA	NA
HMEL002110g3.t1	0	NA	NA	NA	NA	NA
HMEL002112g1.t1	14312.5221461002	1.29182457252513	0.2672878556367	4.8330836784481	1.34434246050364e-06	9.98137764777456e-06
HMEL002113g1.t1	12.8181917954417	-6.27814095728718	1.18596452989375	-5.29370044300535	1.19865723479376e-07	1.14534811143542e-06
